"category","pref","year_week","reference_date","current_value","current_ma4","baseline_ma4","ratio_heinen","alert_start","ratio_alert","ratio_wow","in_alert_level"
"A群溶血性レンサ球菌咽頭炎","三重県","2026-19","2026-05-10",1.05,1.81,2.1675,0.84,8,0.13,0.4953,FALSE
"RSウイルス","三重県","2026-19","2026-05-10",0.19,0.46,1.5116666666666667,0.3,NA,NA,0.3878,FALSE
"インフルエンザ","三重県","2026-19","2026-05-10",0.12,0.2375,1.9625,0.12,30,0,0.48,FALSE
"クラミジア肺炎","三重県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","三重県","2026-19","2026-05-10",0.02,0.052500000000000005,0.04666666666666667,1.12,6,0,0.2857,FALSE
"マイコプラズマ肺炎","三重県","2026-19","2026-05-10",0.33,0.165,0.11083333333333334,1.49,NA,NA,3,FALSE
"伝染性紅斑","三重県","2026-19","2026-05-10",0,0.030000000000000002,0.46416666666666667,0.06,2,0,0,FALSE
"咽頭結膜熱","三重県","2026-19","2026-05-10",0.35,0.36750000000000005,0.5158333333333334,0.71,3,0.12,1,FALSE
"急性出血性結膜炎","三重県","2026-19","2026-05-10",0,0.02,0,NA,1,0,NA,FALSE
"感染性胃腸炎","三重県","2026-19","2026-05-10",2.63,5.0075,5.550833333333333,0.9,20,0.13,0.4852,FALSE
"感染性胃腸炎（ロタウイルス）","三重県","2026-19","2026-05-10",0.33,0.1925,0.03666666666666667,5.25,NA,NA,3,FALSE
"手足口病","三重県","2026-19","2026-05-10",0.05,0.0425,0.33749999999999997,0.13,5,0.01,1,FALSE
"新型コロナウイルス","三重県","2026-19","2026-05-10",0.25,0.35,1.53125,0.23,NA,NA,0.7143,FALSE
"水痘","三重県","2026-19","2026-05-10",0.12,0.1575,0.11666666666666667,1.35,2,0.06,0.6316,FALSE
"流行性耳下腺炎","三重県","2026-19","2026-05-10",0,0.015,0.02416666666666667,0.62,6,0,0,FALSE
"流行性角結膜炎","三重県","2026-19","2026-05-10",0.18,0.2625,0.05583333333333333,4.7,8,0.02,1,FALSE
"無菌性髄膜炎","三重県","2026-19","2026-05-10",0,0,0.018333333333333333,0,NA,NA,NA,FALSE
"突発性発しん","三重県","2026-19","2026-05-10",0.14,0.32000000000000006,0.24833333333333332,1.29,NA,NA,0.2642,FALSE
"細菌性髄膜炎","三重県","2026-19","2026-05-10",0,0,0.018333333333333333,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","京都府","2026-19","2026-05-10",2.53,3.865,1.8325,2.11,8,0.32,0.5724,FALSE
"RSウイルス","京都府","2026-19","2026-05-10",0.05,0.18,1.2908333333333333,0.14,NA,NA,0.2273,FALSE
"インフルエンザ","京都府","2026-19","2026-05-10",0.05,0.5375,0.8591666666666666,0.63,30,0,0.1163,FALSE
"クラミジア肺炎","京都府","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","京都府","2026-19","2026-05-10",0.03,0.0225,0.07416666666666667,0.3,6,0,1,FALSE
"マイコプラズマ肺炎","京都府","2026-19","2026-05-10",0.29,0.36,0.2525,1.43,NA,NA,1,FALSE
"伝染性紅斑","京都府","2026-19","2026-05-10",0,0.025,0.4033333333333333,0.06,2,0,NA,FALSE
"咽頭結膜熱","京都府","2026-19","2026-05-10",0.34,0.545,0.495,1.1,3,0.11,0.5075,FALSE
"急性出血性結膜炎","京都府","2026-19","2026-05-10",0,0,0,NA,1,0,NA,FALSE
"感染性胃腸炎","京都府","2026-19","2026-05-10",3.03,4.7775,5.381666666666667,0.89,20,0.15,0.593,FALSE
"感染性胃腸炎（ロタウイルス）","京都府","2026-19","2026-05-10",0,0.18,0.05333333333333334,3.37,NA,NA,0,FALSE
"手足口病","京都府","2026-19","2026-05-10",0.08,0.05500000000000001,0.31333333333333335,0.18,5,0.02,1.3333,FALSE
"新型コロナウイルス","京都府","2026-19","2026-05-10",0.22,0.605,2.21625,0.27,NA,NA,0.3235,FALSE
"水痘","京都府","2026-19","2026-05-10",0.74,0.6175,0.23083333333333333,2.68,2,0.37,1.3214,FALSE
"流行性耳下腺炎","京都府","2026-19","2026-05-10",0,0.035,0.03916666666666667,0.89,6,0,0,FALSE
"流行性角結膜炎","京都府","2026-19","2026-05-10",0,0.042499999999999996,0.23,0.18,8,0,NA,FALSE
"無菌性髄膜炎","京都府","2026-19","2026-05-10",0.14,0.07,0,NA,NA,NA,NA,FALSE
"突発性発しん","京都府","2026-19","2026-05-10",0.32,0.245,0.22333333333333333,1.1,NA,NA,0.9697,FALSE
"細菌性髄膜炎","京都府","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","佐賀県","2026-19","2026-05-10",2.42,5.0649999999999995,2.0366666666666666,2.49,8,0.3,0.4681,FALSE
"RSウイルス","佐賀県","2026-19","2026-05-10",0.83,1.06,1.4591666666666667,0.73,NA,NA,1.431,FALSE
"インフルエンザ","佐賀県","2026-19","2026-05-10",0,0.4675,1.3975,0.33,30,0,0,FALSE
"クラミジア肺炎","佐賀県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","佐賀県","2026-19","2026-05-10",0.25,0.5425,0.9774999999999999,0.55,6,0.04,0.3012,FALSE
"マイコプラズマ肺炎","佐賀県","2026-19","2026-05-10",0.33,0.2475,0.20916666666666667,1.18,NA,NA,1,FALSE
"伝染性紅斑","佐賀県","2026-19","2026-05-10",0,0.10250000000000001,0.13166666666666665,0.78,2,0,0,FALSE
"咽頭結膜熱","佐賀県","2026-19","2026-05-10",0.5,0.48,0.6783333333333333,0.71,3,0.17,1.1905,FALSE
"急性出血性結膜炎","佐賀県","2026-19","2026-05-10",0,0,0,NA,1,0,NA,FALSE
"感染性胃腸炎","佐賀県","2026-19","2026-05-10",1.25,2.9175,4.4991666666666665,0.65,20,0.06,0.5165,FALSE
"感染性胃腸炎（ロタウイルス）","佐賀県","2026-19","2026-05-10",0,0.0425,0.22333333333333333,0.19,NA,NA,NA,FALSE
"手足口病","佐賀県","2026-19","2026-05-10",2.5,2.4375,0.14,17.41,5,0.5,0.8562,FALSE
"新型コロナウイルス","佐賀県","2026-19","2026-05-10",0.08,0.21749999999999997,2.0375,0.11,NA,NA,0.2759,FALSE
"水痘","佐賀県","2026-19","2026-05-10",0.42,0.41750000000000004,0.1375,3.04,2,0.21,0.6269,FALSE
"流行性耳下腺炎","佐賀県","2026-19","2026-05-10",0,0,0.035,0,6,0,NA,FALSE
"流行性角結膜炎","佐賀県","2026-19","2026-05-10",0,0.0625,0.041666666666666664,1.5,8,0,NA,FALSE
"無菌性髄膜炎","佐賀県","2026-19","2026-05-10",0,0,0.028333333333333335,0,NA,NA,NA,FALSE
"突発性発しん","佐賀県","2026-19","2026-05-10",1.08,0.5825,0.5383333333333333,1.08,NA,NA,2.5714,FALSE
"細菌性髄膜炎","佐賀県","2026-19","2026-05-10",0,0,0.07083333333333333,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","全国","2026-19","2026-05-10",1.61,2.7525000000000004,2.328333333333333,1.18,8,0.2,0.5016,FALSE
"RSウイルス","全国","2026-19","2026-05-10",0.27,0.4575,1.0475,0.44,NA,NA,0.6136,FALSE
"インフルエンザ","全国","2026-19","2026-05-10",0.18,0.53,1.2725,0.42,30,0.01,0.439,FALSE
"クラミジア肺炎","全国","2026-19","2026-05-10",0.01,0.015,0.0016666666666666668,9,NA,NA,0.5,FALSE
"ヘルパンギーナ","全国","2026-19","2026-05-10",0.06,0.065,0.13833333333333334,0.47,6,0.01,0.6667,FALSE
"マイコプラズマ肺炎","全国","2026-19","2026-05-10",0.17,0.17,0.165,1.03,NA,NA,0.9444,FALSE
"伝染性紅斑","全国","2026-19","2026-05-10",0.05,0.07,0.41916666666666663,0.17,2,0.03,0.7143,FALSE
"咽頭結膜熱","全国","2026-19","2026-05-10",0.26,0.29000000000000004,0.44916666666666666,0.65,3,0.09,0.7879,FALSE
"急性出血性結膜炎","全国","2026-19","2026-05-10",0.01,0.0075,0.02666666666666667,0.28,1,0.01,1,FALSE
"感染性胃腸炎","全国","2026-19","2026-05-10",3.09,4.61,5.26,0.88,20,0.15,0.6255,FALSE
"感染性胃腸炎（ロタウイルス）","全国","2026-19","2026-05-10",0.06,0.07500000000000001,0.0825,0.91,NA,NA,0.75,FALSE
"手足口病","全国","2026-19","2026-05-10",0.35,0.2925,0.30083333333333334,0.97,5,0.07,0.9211,FALSE
"新型コロナウイルス","全国","2026-19","2026-05-10",0.34,0.5725,2.13625,0.27,NA,NA,0.5763,FALSE
"水痘","全国","2026-19","2026-05-10",0.39,0.3675,0.23083333333333333,1.59,2,0.2,1.0263,FALSE
"流行性耳下腺炎","全国","2026-19","2026-05-10",0.03,0.035,0.05,0.7,6,0,0.75,FALSE
"流行性角結膜炎","全国","2026-19","2026-05-10",0.36,0.385,0.5766666666666667,0.67,8,0.04,0.9474,FALSE
"無菌性髄膜炎","全国","2026-19","2026-05-10",0.02,0.0425,0.0225,1.89,NA,NA,0.4,FALSE
"突発性発しん","全国","2026-19","2026-05-10",0.24,0.29000000000000004,0.30666666666666664,0.95,NA,NA,0.7273,FALSE
"細菌性髄膜炎","全国","2026-19","2026-05-10",0.02,0.0175,0.014166666666666668,1.24,NA,NA,1,FALSE
"A群溶血性レンサ球菌咽頭炎","兵庫県","2026-19","2026-05-10",1.22,2.1725000000000003,1.705,1.27,8,0.15,0.4342,FALSE
"RSウイルス","兵庫県","2026-19","2026-05-10",0.23,0.4525,1.4141666666666666,0.32,NA,NA,0.561,FALSE
"インフルエンザ","兵庫県","2026-19","2026-05-10",0.07,0.46499999999999997,0.9758333333333333,0.48,30,0,0.1892,FALSE
"クラミジア肺炎","兵庫県","2026-19","2026-05-10",0,0.0175,0.005833333333333334,3,NA,NA,NA,FALSE
"ヘルパンギーナ","兵庫県","2026-19","2026-05-10",0.07,0.07,0.1875,0.37,6,0.01,0.5,FALSE
"マイコプラズマ肺炎","兵庫県","2026-19","2026-05-10",0,0.08750000000000001,0.24416666666666667,0.36,NA,NA,0,FALSE
"伝染性紅斑","兵庫県","2026-19","2026-05-10",0.03,0.06,0.23166666666666666,0.26,2,0.01,0.375,FALSE
"咽頭結膜熱","兵庫県","2026-19","2026-05-10",0.25,0.29,0.41833333333333333,0.69,3,0.08,0.8333,FALSE
"急性出血性結膜炎","兵庫県","2026-19","2026-05-10",0,0.0075,0.01,0.75,1,0,NA,FALSE
"感染性胃腸炎","兵庫県","2026-19","2026-05-10",3.71,6.0175,6.743333333333333,0.89,20,0.19,0.5504,FALSE
"感染性胃腸炎（ロタウイルス）","兵庫県","2026-19","2026-05-10",0,0.052500000000000005,0.052500000000000005,1,NA,NA,0,FALSE
"手足口病","兵庫県","2026-19","2026-05-10",0.21,0.21,0.35250000000000004,0.6,5,0.04,1.4,FALSE
"新型コロナウイルス","兵庫県","2026-19","2026-05-10",0.22,0.43999999999999995,1.96,0.22,NA,NA,0.4583,FALSE
"水痘","兵庫県","2026-19","2026-05-10",0.31,0.2975,0.15583333333333332,1.91,2,0.16,1.1923,FALSE
"流行性耳下腺炎","兵庫県","2026-19","2026-05-10",0,0.0325,0.04666666666666667,0.7,6,0,0,FALSE
"流行性角結膜炎","兵庫県","2026-19","2026-05-10",0.14,0.21250000000000002,0.43416666666666665,0.49,8,0.02,0.8235,FALSE
"無菌性髄膜炎","兵庫県","2026-19","2026-05-10",0.29,0.1775,0.06416666666666668,2.77,NA,NA,2.0714,FALSE
"突発性発しん","兵庫県","2026-19","2026-05-10",0.19,0.3,0.2833333333333333,1.06,NA,NA,0.7037,FALSE
"細菌性髄膜炎","兵庫県","2026-19","2026-05-10",0.07,0.07,0.035,2,NA,NA,1,FALSE
"A群溶血性レンサ球菌咽頭炎","北海道","2026-19","2026-05-10",2.27,4.95,3.925,1.26,8,0.28,0.4267,FALSE
"RSウイルス","北海道","2026-19","2026-05-10",0.1,0.27749999999999997,1.5508333333333333,0.18,NA,NA,0.4545,FALSE
"インフルエンザ","北海道","2026-19","2026-05-10",0.45,1.635,1.5033333333333334,1.09,30,0.02,0.3462,FALSE
"クラミジア肺炎","北海道","2026-19","2026-05-10",0.04,0.0425,0,NA,NA,NA,0.3077,FALSE
"ヘルパンギーナ","北海道","2026-19","2026-05-10",0,0.0125,0.018333333333333333,0.68,6,0,0,FALSE
"マイコプラズマ肺炎","北海道","2026-19","2026-05-10",0.22,0.185,0.13166666666666665,1.41,NA,NA,1.6923,FALSE
"伝染性紅斑","北海道","2026-19","2026-05-10",0.06,0.11250000000000002,1.0466666666666666,0.11,2,0.03,0.6,FALSE
"咽頭結膜熱","北海道","2026-19","2026-05-10",0.27,0.305,0.7683333333333333,0.4,3,0.09,0.6136,FALSE
"急性出血性結膜炎","北海道","2026-19","2026-05-10",0,0,0.0033333333333333335,0,1,0,NA,FALSE
"感染性胃腸炎","北海道","2026-19","2026-05-10",2.64,3.8274999999999997,3.9316666666666666,0.97,20,0.13,0.6502,FALSE
"感染性胃腸炎（ロタウイルス）","北海道","2026-19","2026-05-10",0.09,0.11,0.025,4.4,NA,NA,0.4091,FALSE
"手足口病","北海道","2026-19","2026-05-10",0.03,0.0275,0.08583333333333333,0.32,5,0.01,3,FALSE
"新型コロナウイルス","北海道","2026-19","2026-05-10",0.28,0.44,2.67,0.16,NA,NA,0.6512,FALSE
"水痘","北海道","2026-19","2026-05-10",0.45,0.4575,0.225,2.03,2,0.22,0.7031,FALSE
"流行性耳下腺炎","北海道","2026-19","2026-05-10",0,0.0075,0.04,0.19,6,0,NA,FALSE
"流行性角結膜炎","北海道","2026-19","2026-05-10",0.14,0.0925,0.09833333333333334,0.94,8,0.02,4.6667,FALSE
"無菌性髄膜炎","北海道","2026-19","2026-05-10",0,0,0.0075,0,NA,NA,NA,FALSE
"突発性発しん","北海道","2026-19","2026-05-10",0.12,0.1475,0.16083333333333333,0.92,NA,NA,0.6667,FALSE
"細菌性髄膜炎","北海道","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","千葉県","2026-19","2026-05-10",1.54,2.59,2.8491666666666666,0.91,8,0.19,0.5641,FALSE
"RSウイルス","千葉県","2026-19","2026-05-10",0.14,0.2625,0.6408333333333334,0.41,NA,NA,0.56,FALSE
"インフルエンザ","千葉県","2026-19","2026-05-10",0.12,0.37,1.1375,0.33,30,0,0.5,FALSE
"クラミジア肺炎","千葉県","2026-19","2026-05-10",0,0.055,0,NA,NA,NA,0,FALSE
"ヘルパンギーナ","千葉県","2026-19","2026-05-10",0.03,0.0225,0.0475,0.47,6,0,1.5,FALSE
"マイコプラズマ肺炎","千葉県","2026-19","2026-05-10",0.11,0.055,0.07333333333333333,0.75,NA,NA,NA,FALSE
"伝染性紅斑","千葉県","2026-19","2026-05-10",0.03,0.027500000000000004,0.49,0.06,2,0.01,1.5,FALSE
"咽頭結膜熱","千葉県","2026-19","2026-05-10",0.16,0.17,0.3258333333333333,0.52,3,0.05,0.8,FALSE
"急性出血性結膜炎","千葉県","2026-19","2026-05-10",0,0,0.024999999999999998,0,1,0,NA,FALSE
"感染性胃腸炎","千葉県","2026-19","2026-05-10",2.15,3.04,4.199166666666667,0.72,20,0.11,0.6495,FALSE
"感染性胃腸炎（ロタウイルス）","千葉県","2026-19","2026-05-10",0,0.0275,0.03666666666666667,0.75,NA,NA,NA,FALSE
"手足口病","千葉県","2026-19","2026-05-10",0.1,0.075,0.14416666666666667,0.52,5,0.02,1.6667,FALSE
"新型コロナウイルス","千葉県","2026-19","2026-05-10",0.43,0.8075000000000001,2.31625,0.35,NA,NA,0.4574,FALSE
"水痘","千葉県","2026-19","2026-05-10",0.37,0.3475,0.20666666666666667,1.68,2,0.18,1.1935,FALSE
"流行性耳下腺炎","千葉県","2026-19","2026-05-10",0.05,0.0575,0.07083333333333333,0.81,6,0.01,0.8333,FALSE
"流行性角結膜炎","千葉県","2026-19","2026-05-10",0.44,0.41,0.6925,0.59,8,0.06,0.7857,FALSE
"無菌性髄膜炎","千葉県","2026-19","2026-05-10",0,0,0.009166666666666667,0,NA,NA,NA,FALSE
"突発性発しん","千葉県","2026-19","2026-05-10",0.15,0.21500000000000002,0.28833333333333333,0.75,NA,NA,0.5769,FALSE
"細菌性髄膜炎","千葉県","2026-19","2026-05-10",0.11,0.0275,0.0275,1,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","和歌山県","2026-19","2026-05-10",1.33,2.0900000000000003,1.5341666666666667,1.36,8,0.17,0.4926,FALSE
"RSウイルス","和歌山県","2026-19","2026-05-10",0.07,0.3325,2.535,0.13,NA,NA,0.1892,FALSE
"インフルエンザ","和歌山県","2026-19","2026-05-10",0.11,0.28500000000000003,0.6441666666666667,0.44,30,0,0.6875,FALSE
"クラミジア肺炎","和歌山県","2026-19","2026-05-10",0,0,0,NA,NA,NA,NA,FALSE
"ヘルパンギーナ","和歌山県","2026-19","2026-05-10",0.07,0.065,0.05,1.3,6,0.01,1.75,FALSE
"マイコプラズマ肺炎","和歌山県","2026-19","2026-05-10",0.09,0.135,0.0675,2,NA,NA,0.5,FALSE
"伝染性紅斑","和歌山県","2026-19","2026-05-10",0.04,0.01,0.3075,0.03,2,0.02,NA,FALSE
"咽頭結膜熱","和歌山県","2026-19","2026-05-10",0.26,0.2525,0.21583333333333332,1.17,3,0.09,1,FALSE
"急性出血性結膜炎","和歌山県","2026-19","2026-05-10",0,0,0.125,0,1,0,NA,FALSE
"感染性胃腸炎","和歌山県","2026-19","2026-05-10",2.15,3.2225,5.054166666666666,0.64,20,0.11,0.5231,FALSE
"感染性胃腸炎（ロタウイルス）","和歌山県","2026-19","2026-05-10",0.18,0.09,0.12833333333333333,0.7,NA,NA,1,FALSE
"手足口病","和歌山県","2026-19","2026-05-10",0.04,0.07500000000000001,0.20833333333333334,0.36,5,0.01,1,FALSE
"新型コロナウイルス","和歌山県","2026-19","2026-05-10",0.24,0.29250000000000004,1.9525000000000001,0.15,NA,NA,0.7742,FALSE
"水痘","和歌山県","2026-19","2026-05-10",0.22,0.20500000000000002,0.21166666666666667,0.97,2,0.11,0.7333,FALSE
"流行性耳下腺炎","和歌山県","2026-19","2026-05-10",0,0.03,0.03666666666666667,0.82,6,0,0,FALSE
"流行性角結膜炎","和歌山県","2026-19","2026-05-10",0.25,0.1875,0.1875,1,8,0.03,1,FALSE
"無菌性髄膜炎","和歌山県","2026-19","2026-05-10",0,0,0.045,0,NA,NA,NA,FALSE
"突発性発しん","和歌山県","2026-19","2026-05-10",0.44,0.335,0.28583333333333333,1.17,NA,NA,1.0732,FALSE
"細菌性髄膜炎","和歌山県","2026-19","2026-05-10",0,0.0225,0.0075,3,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","埼玉県","2026-19","2026-05-10",1.97,2.8225000000000002,2.96,0.95,8,0.25,0.5677,FALSE
"RSウイルス","埼玉県","2026-19","2026-05-10",0.12,0.3175,0.9691666666666666,0.33,NA,NA,0.2727,FALSE
"インフルエンザ","埼玉県","2026-19","2026-05-10",0.1,0.27999999999999997,1.1241666666666668,0.25,30,0,0.4167,FALSE
"クラミジア肺炎","埼玉県","2026-19","2026-05-10",0.08,0.04,0.013333333333333334,3,NA,NA,NA,FALSE
"ヘルパンギーナ","埼玉県","2026-19","2026-05-10",0.11,0.0625,0.03833333333333334,1.63,6,0.02,2.2,FALSE
"マイコプラズマ肺炎","埼玉県","2026-19","2026-05-10",0.5,0.35250000000000004,0.18666666666666665,1.89,NA,NA,1.5152,FALSE
"伝染性紅斑","埼玉県","2026-19","2026-05-10",0.01,0.025,0.6758333333333334,0.04,2,0,1,FALSE
"咽頭結膜熱","埼玉県","2026-19","2026-05-10",0.25,0.2275,0.43916666666666665,0.52,3,0.08,0.9259,FALSE
"急性出血性結膜炎","埼玉県","2026-19","2026-05-10",0.05,0.025,0.08666666666666667,0.29,1,0.05,1,FALSE
"感染性胃腸炎","埼玉県","2026-19","2026-05-10",3.61,4.6075,5.659166666666667,0.81,20,0.18,0.7681,FALSE
"感染性胃腸炎（ロタウイルス）","埼玉県","2026-19","2026-05-10",0.08,0.04,0.09166666666666666,0.44,NA,NA,NA,FALSE
"手足口病","埼玉県","2026-19","2026-05-10",0.36,0.22,0.17166666666666666,1.28,5,0.07,1.5652,FALSE
"新型コロナウイルス","埼玉県","2026-19","2026-05-10",0.46,0.7999999999999999,2.3025,0.35,NA,NA,0.5055,FALSE
"水痘","埼玉県","2026-19","2026-05-10",0.61,0.52,0.5025,1.03,2,0.3,1.1731,FALSE
"流行性耳下腺炎","埼玉県","2026-19","2026-05-10",0.05,0.0675,0.07166666666666667,0.94,6,0.01,0.5556,FALSE
"流行性角結膜炎","埼玉県","2026-19","2026-05-10",0.12,0.1425,0.47833333333333333,0.3,8,0.01,0.4138,FALSE
"無菌性髄膜炎","埼玉県","2026-19","2026-05-10",0.08,0.04,0.0275,1.45,NA,NA,1,FALSE
"突発性発しん","埼玉県","2026-19","2026-05-10",0.35,0.34750000000000003,0.37583333333333335,0.92,NA,NA,0.7955,FALSE
"細菌性髄膜炎","埼玉県","2026-19","2026-05-10",0,0,0.014166666666666666,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","大分県","2026-19","2026-05-10",1.69,2.165,2.7233333333333336,0.79,8,0.21,0.8125,FALSE
"RSウイルス","大分県","2026-19","2026-05-10",0.56,0.5225,0.9525,0.55,NA,NA,1.4359,FALSE
"インフルエンザ","大分県","2026-19","2026-05-10",0.07,0.165,0.9516666666666667,0.17,30,0,0.5,FALSE
"クラミジア肺炎","大分県","2026-19","2026-05-10",0,0.0225,0,NA,NA,NA,0,FALSE
"ヘルパンギーナ","大分県","2026-19","2026-05-10",0.17,0.115,0.43083333333333335,0.27,6,0.03,1,FALSE
"マイコプラズマ肺炎","大分県","2026-19","2026-05-10",0,0.09,0.15,0.6,NA,NA,0,FALSE
"伝染性紅斑","大分県","2026-19","2026-05-10",0.06,0.12,0.21333333333333335,0.56,2,0.03,0.5455,FALSE
